ANON_LUNG_TC001,1,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,2,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,3,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,4,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,5,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,6,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,7,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,8,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,9,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,10,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,11,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,12,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,13,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,14,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,15,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,16,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,17,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,18,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,19,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,20,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,21,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,22,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,23,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,24,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,25,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,26,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,27,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,28,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,29,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,30,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,31,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,32,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,33,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,34,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,35,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,36,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,37,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,38,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,39,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,40,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,41,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,42,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,43,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,44,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,45,-250,-250,9.76562e-1,9.76562e-1
ANON_LUNG_TC001,46,-250,-250,9.76562e-1,9.76562e-1
